,timestamp,open,high,low,close,volume_(btc),volume_(currency),weighted_price,volumn_square,ma10,rsi30,rsi10,%k10,ema200,ma200,rsi200,%k30,ema10,signal
11,1340351160,6.59,6.59,6.59,6.59,74.62047474,491.7489285,6.59,5568.215250422979,6.622,40.7894098611861,21.2551074935892,0.0,6.534493,6.5364,52.766979,0.0,6.617504247,1.0
12,1340351340,6.63,6.63,6.63,6.63,2.47687991,16.4217138,6.63,6.134934088561608,6.62,49.4409382674709,50.7091717117675,57.142857142857,6.535443,6.53735,53.309711,40.0,6.6197762021,1.0
13,1340355360,6.63,6.64,6.63,6.64,4.31,28.60913703,6.63785082,18.5761,6.621,51.2819093759047,55.3485124049333,71.4285714285709,6.536484,6.53835,53.444121,50.0,6.6234532562,1.0
14,1340357520,6.64,6.64,6.64,6.64,1.01947323,6.769302247,6.64,1.0393256666866328,6.622,51.2819093759047,55.3485124049334,71.4285714285709,6.537514,6.53935,53.444121,50.0,6.6264617551,1.0
15,1340357700,6.65,6.65,6.65,6.65,12.7161467,84.56237556,6.65,161.70038689592087,6.624,53.1090967245216,59.9968659176409,100.0,6.538633,6.54035,53.579102,60.0,6.630741436,1.0
16,1340357880,6.65,6.66,6.65,6.66,17.65613542,117.541784,6.657276988,311.7391179693785,6.627,54.860448228701,64.1442950420924,100.0,6.53984,6.5414,53.713974,70.0,6.6360611749,1.0
17,1340358060,6.66,6.66,6.66,6.66,14.93993994,99.5,6.66,223.2018054108072,6.63,54.860448228701,64.1442950420924,100.0,6.541036,6.54245,53.713974,70.0,6.6404136886,1.0
18,1340358540,6.66,6.66,6.66,6.66,3.74024024,24.91,6.66,13.989397052915256,6.634,54.860448228701,64.1442950420924,100.0,6.54222,6.5435,53.713974,70.0,6.6439748361,1.0
19,1340362680,6.64,6.64,6.64,6.64,1.0,6.64,6.64,1.0,6.637,50.6702235763314,49.9395855445788,71.4285714285709,6.543193,6.54445,53.398979,71.428571,6.6432521386,1.0
20,1340364780,6.65,6.65,6.65,6.65,1.0,6.65,6.65,1.0,6.642,52.5450154130332,55.4236923784994,85.7142857142861,6.544255,6.54545,53.535904,85.714286,6.6444790225,1.0
21,1340365440,6.66,6.66,6.66,6.66,27.66473044,184.2471047,6.66,765.3373103178626,6.649,54.3401684115403,60.2608230957976,100.0,6.545407,6.54645,53.672708,100.0,6.6473010184,1.0
22,1340366100,6.67,6.67,6.67,6.67,2.49175412,16.61999998,6.67,6.208838594536974,6.653,56.0596838000123,64.5366576018451,100.0,6.546647,6.5475,53.80939,100.0,6.651428106,1.0
23,1340367660,6.64,6.64,6.63,6.63,14.82018072,98.33399998,6.63514176,219.6377565734597,6.652,48.5016094492758,43.6586255075304,0.0,6.547476,6.54855,53.178651,50.0,6.6475320867,1.0
24,1340367720,6.63,6.63,6.63,6.63,30.6,202.878,6.63,936.36,6.651,48.5016094492758,43.6586255075304,0.0,6.548297,6.5497,53.178651,50.0,6.6443444346,1.0
25,1340367900,6.62,6.62,6.62,6.62,8.35612271,55.31753234,6.62,69.82478674457774,6.648,46.8130589298661,39.6951553934049,0.0,6.549011,6.5508,53.021708,37.5,6.6399181737,1.0
26,1340367960,6.62,6.62,6.6,6.6,13.053407,86.29945904,6.611259347,170.391434307649,6.642,43.6676914384905,33.0313878783555,0.0,6.549518,6.5518,52.709033,12.5,6.632660324,1.0
27,1340368080,6.59,6.59,6.59,6.59,4.47687991,29.50263861,6.59,20.042453728561608,6.635,42.2010599867673,30.2135762358445,0.0,6.549921,6.55275,52.553297,0.0,6.6249039014,1.0
28,1340373780,6.6,6.6,6.6,6.6,1.946593,12.8475138,6.6,3.789224307649,6.629,44.1418155246827,36.2556284210502,12.4999999999997,6.550419,6.55375,52.693772,12.5,6.6203759194,1.0
29,1340374440,6.61,6.61,6.61,6.61,8.57679,56.6925819,6.61,73.56132670410001,6.626,46.0169467311999,41.8496407752722,25.0000000000006,6.551012,6.5548,52.834117,25.0,6.6184893886,1.0
30,1340374500,6.61,6.61,6.61,6.61,1.49409984,9.875999942,6.61,2.2323343318880258,6.622,46.0169467311999,41.8496407752722,25.0000000000006,6.551599,6.55585,52.834117,25.0,6.6169458634,1.0
31,1340374860,6.6,6.6,6.6,6.6,4.8,31.68,6.6,23.04,6.616,44.4211372814145,37.7587815929972,12.4999999999997,6.552081,6.55685,52.676266,12.5,6.6138647973,1.0
32,1340374920,6.6,6.6,6.59,6.59,46.76466,308.5522409,6.597978919,2186.9334249156,6.608,42.8827382457736,34.0594910645495,0.0,6.552458,6.5578,52.518569,0.0,6.6095257432,1.0
33,1340374980,6.59,6.59,6.59,6.59,6.53194,43.0454846,6.59,42.6662401636,6.604,42.8827382457736,34.0594910645495,0.0,6.552832,6.55875,52.518569,0.0,6.6059756081,1.0
34,1340375040,6.59,6.59,6.59,6.59,6.50001,42.8350659,6.59,42.25013000009999,6.6,42.8827382457736,34.0594910645495,0.0,6.553201,6.5597,52.518569,0.0,6.6030709521,0.0
35,1340375100,6.59,6.59,6.58,6.58,29.1428015,191.9860622,6.587769614,849.3028792684023,6.596,41.2993328087817,30.0244496566805,0.0,6.553468,6.56025,52.359446,0.0,6.5988762335,0.0
36,1340375160,6.58,6.58,6.58,6.58,3.19797622,21.04268353,6.58,10.227051903685489,6.594,41.2993328087817,30.0244496566805,0.0,6.553732,6.5608,52.359446,0.0,6.5954441911,0.0
37,1340375280,6.56,6.56,6.56,6.56,1.16303727,7.629524491,6.56,1.3526556914090528,6.591,38.274536901424,23.229397869292,0.0,6.553794,6.5615,52.040917,0.0,6.5889997927,0.0
38,1340376300,6.56,6.56,6.56,6.56,0.9,5.904,6.56,0.81,6.587,38.274536901424,23.229397869292,0.0,6.553856,6.56195,52.040917,0.0,6.5837271031,0.0
39,1340376720,6.56,6.56,6.56,6.56,5.0,32.8,6.56,25.0,6.582,38.274536901424,23.229397869292,0.0,6.553917,6.56265,52.040917,0.0,6.5794130844,0.0
40,1340377440,6.56,6.56,6.56,6.56,6.49943,42.6362608,6.56,42.2425903249,6.577,38.274536901424,23.229397869292,0.0,6.553978,6.5631,52.040917,0.0,6.5758834327,0.0
41,1340377500,6.56,6.56,6.56,6.56,0.75704491,4.96621461,6.56,0.573116995756908,6.573,38.274536901424,23.229397869292,0.0,6.554038,6.56345,52.040917,0.0,6.5729955358,0.0
42,1340377560,6.55,6.55,6.54,6.54,0.9,5.891,6.545555556,0.81,6.568,35.2186192270492,16.7931009914509,0.0,6.553898,6.56375,51.718303,0.0,6.5669963475,0.0
43,1340377620,6.54,6.54,6.54,6.54,1.10366972,7.217999969,6.54,1.2180868508448786,6.563,35.2186192270492,16.7931009914509,0.0,6.55376,6.56405,51.718303,0.0,6.5620879207,0.0
44,1340377740,6.53,6.53,6.53,6.53,0.3,1.959,6.53,0.09,6.557,33.7756663469371,14.3404011594015,0.0,6.553523,6.5643,51.556887,0.0,6.5562537533,0.0
45,1340377860,6.53,6.53,6.53,6.53,10.0,65.3,6.53,100.0,6.552,33.7756663469371,14.3404011594015,0.0,6.553289,6.56455,51.556887,0.0,6.5514803436,0.0
46,1340378700,6.53,6.53,6.53,6.53,0.2,1.306,6.53,0.04,6.547,33.7756663469371,14.3404011594015,0.0,6.553058,6.5648,51.556887,0.0,6.5475748266,0.0
47,1340379060,6.54,6.54,6.54,6.54,0.7,4.578,6.54,0.4899999999999999,6.545,36.6491076583141,28.6377224141718,33.3333333333333,6.552928,6.56505,51.709887,7.142857,6.5461975854,0.0
48,1340379300,6.54,6.56,6.54,6.56,16.36456537,107.1984635,6.550645318,267.79899974900326,6.545,41.8677233780014,47.9452443828045,100.0,6.552998,6.5654,52.014521,21.428571,6.5487071153,0.0
49,1340379900,6.56,6.56,6.56,6.56,3.19329419,20.94800989,6.56,10.197127783887757,6.545,41.8677233780014,47.9452443828045,100.0,6.553068,6.56575,52.014521,21.428571,6.5507603671,0.0
50,1340379960,6.56,6.56,6.53,6.53,13.41029179,87.58140656,6.530909837,179.83592589294142,6.542,36.9780051562245,31.9415545878002,0.0,6.552838,6.56595,51.522075,0.0,6.5469857549,0.0
51,1340380020,6.53,6.53,6.51,6.51,16.00309819,104.4821667,6.528871186,256.09915167878125,6.537,34.221636759848,25.6095319272833,0.0,6.552412,6.5664,51.197312,0.0,6.5402610722,1.0
52,1340380080,6.5,6.5,6.5,6.5,6.98174068,45.38131442,6.5,48.744702922766855,6.533,32.9511852744959,23.0689050535793,0.0,6.55189,6.56685,51.035656,0.0,6.5329408772,1.0
53,1340380320,6.5,6.5,6.49,6.49,1.59895583,10.38790593,6.496680981,2.556659746290989,6.528,31.7325181323155,20.7785064760191,0.0,6.551275,6.56725,50.874212,0.0,6.525133445,1.0
54,1340380380,6.49,6.49,6.48,6.48,6.91194487,44.81475835,6.483668373,47.77498188591932,6.523,30.5631910358444,18.7140344653526,0.0,6.550565,6.5676,50.712983,0.0,6.5169273641,1.0
55,1340381040,6.48,6.48,6.48,6.48,11.0,71.28,6.48,121.0,6.518,30.5631910358444,18.7140344653526,0.0,6.549863,6.56775,50.712983,0.0,6.5102132979,1.0
56,1340381280,6.57,6.61,6.57,6.61,31.0,204.3917495,6.593282242,961.0,6.526,54.095932090687,68.6711545788677,100.0,6.550462,6.56875,52.682086,100.0,6.5283563346,1.0
57,1340382660,6.56,6.56,6.56,6.56,1.0,6.56,6.56,1.0,6.528,47.6681523121204,54.3868298798372,61.538461538461,6.550557,6.5695,51.880876,61.538462,6.5341097283,1.0
58,1340384520,6.56,6.56,6.56,6.56,2.41322924,15.83078381,6.56,5.8236753647909785,6.528,47.6681523121204,54.3868298798372,61.538461538461,6.55065,6.5703,51.880876,61.538462,6.5388170505,1.0
59,1340384580,6.6,6.6,6.6,6.6,5.18673279,34.23243641,6.6,26.90219703486118,6.532,52.5001338601573,62.160642765171,92.3076923076918,6.551142,6.57175,52.465048,92.307692,6.5499412231,1.0
60,1340384700,6.61,6.65,6.61,6.65,30.0255639,199.0104499,6.628033718,901.5344875129832,6.544,57.5665495075277,69.4031379914579,100.0,6.552125,6.5737,53.179132,100.0,6.568133728,1.0
61,1340387640,6.64,6.64,6.63,6.63,8.23822318,54.65355198,6.634143162,67.86832116348931,6.556,55.1331979242453,63.9620664620888,88.2352941176468,6.5529,6.57465,52.859905,88.235294,6.5793821411,1.0
62,1340389020,6.63,6.63,6.63,6.63,1.0,6.63,6.63,1.0,6.569,55.1331979242453,63.9620664620887,88.2352941176468,6.553667,6.57555,52.859905,88.235294,6.5885853882,1.0
63,1340389740,6.62,6.62,6.62,6.62,2.0,13.24,6.62,4.0,6.582,53.9137844225564,61.0095771860174,82.3529411764704,6.554327,6.5767,52.700135,82.352941,6.5942971358,1.0
64,1340391600,6.62,6.62,6.62,6.62,1.71534404,11.35557755,6.62,2.942405175563521,6.596,53.9137844225564,61.0095771860174,82.3529411764704,6.554981,6.5776,52.700135,82.352941,6.5989703838,1.0
65,1340392260,6.61,6.61,6.61,6.61,3.41322924,22.56144528,6.61,11.65013384479098,6.609,52.6671919702828,57.7202360080071,55.5555555555559,6.555528,6.5784,52.539733,76.470588,6.6009757686,1.0
66,1340392500,6.6,6.6,6.59,6.59,5.55019434,36.60991299,6.596149747,30.804657211768035,6.607,50.2626978289399,51.5446015769887,33.3333333333333,6.555871,6.57905,52.220254,64.705882,6.5989801743,1.0
67,1340399580,6.61,6.61,6.61,6.61,8.23822318,54.45465522,6.61,67.86832116348931,6.612,52.5057917989269,56.6929674052647,55.5555555555559,6.55641,6.5801,52.510476,76.470588,6.600983779,1.0
68,1340400000,6.61,6.61,6.61,6.61,2.00890827,13.27888367,6.61,4.035712437274393,6.617,52.5057917989269,56.6929674052647,33.3333333333338,6.556943,6.58115,52.510476,76.470588,6.6026230919,1.0
69,1340400240,6.62,6.62,6.62,6.62,3.41322924,22.59557757,6.62,11.65013384479098,6.619,53.6248862666682,59.3584881729379,50.0,6.55757,6.58195,52.655713,82.352941,6.6057825297,1.0
70,1340400600,6.62,6.62,6.62,6.62,28.861,191.05982,6.62,832.9573210000001,6.616,53.6248862666683,59.3584881729379,60.0000000000007,6.558192,6.58275,52.655713,82.352941,6.6083675243,1.0
71,1340400840,6.65,6.65,6.65,6.65,10.61350601,70.57981497,6.65,112.64650982430612,6.618,56.8863227964939,66.903245678437,100.0,6.559105,6.58395,53.09044,100.0,6.6159370653,1.0
72,1340401500,6.66,6.66,6.66,6.66,10.22998772,68.13171822,6.66,104.6526487513508,6.621,57.9071087903934,69.0324553908633,100.0,6.560109,6.58525,53.234297,100.0,6.623948508,1.0
73,1340402160,6.67,6.67,6.67,6.67,8.6215428,57.50569048,6.67,74.33100025223185,6.626,58.9134439195042,71.0983721888454,100.0,6.561203,6.587,53.377991,100.0,6.6323215066,1.0
74,1340404920,6.59,6.59,6.59,6.59,2.0,13.18,6.59,4.0,6.623,49.1824485385579,44.6317909154874,0.0,6.561489,6.58835,52.091101,57.894737,6.6246266872,1.0
75,1340416860,6.6,6.6,6.6,6.6,6.82645848,45.05462597,6.6,46.60053537916392,6.622,50.2451506433495,47.3536995924335,12.4999999999997,6.561872,6.58975,52.235767,63.157895,6.6201491077,1.0
76,1340417520,6.61,6.61,6.61,6.61,0.55673222,3.679999974,6.61,0.3099507647861284,6.624,51.2987159802257,50.0804252303947,25.0000000000006,6.562351,6.5915,52.380284,68.421053,6.6183038154,1.0
77,1340437860,6.59,6.59,6.59,6.59,1.10246943,7.265273544,6.59,1.2154388440845247,6.622,49.1456164921243,44.9113038130508,0.0,6.562626,6.59315,52.063651,57.894737,6.6131576671,1.0
78,1340443080,6.59,6.59,6.59,6.59,16.65572239,109.7612106,6.59,277.4130883327473,6.62,49.1456164921243,44.9113038130508,0.0,6.562899,6.59385,52.063651,57.894737,6.6089471822,1.0
79,1340443260,6.58,6.58,6.57,6.57,14.34427761,94.3250317,6.57579519,205.75830015274727,6.615,47.0330645601416,39.8351977886933,0.0,6.562969,6.59445,51.747691,47.368421,6.6018658763,1.0
80,1340448360,6.57,6.57,6.5,6.5,92.11052622,601.1747124,6.526666789,8484.349040525307,6.603,40.6988086630239,27.6721296422152,0.0,6.562343,6.5952,50.666107,10.526316,6.5833448079,1.0
81,1340448420,6.5,6.5,6.5,6.5,24.68,160.42,6.5,609.1024,6.588,40.6988086630239,27.6721296422152,0.0,6.561722,6.5954,50.666107,10.526316,6.5681912065,1.0
82,1340448480,6.5,6.5,6.5,6.5,30.85,200.525,6.5,951.7225,6.572,40.6988086630239,27.6721296422152,0.0,6.561108,6.59595,50.666107,10.526316,6.5557928053,1.0
83,1340448540,6.5,6.5,6.5,6.5,4.75,30.875,6.5,22.5625,6.555,40.6988086630239,27.6721296422152,0.0,6.5605,6.59615,50.666107,10.526316,6.5456486589,1.0
84,1340450700,6.55,6.55,6.55,6.55,1.0,6.55,6.55,1.0,6.551,46.5836105692094,45.7166309056109,45.4545454545452,6.560396,6.59655,51.406273,36.842105,6.5464398118,1.0
85,1340452800,6.54,6.54,6.54,6.54,3.39626974,22.2116041,6.54,11.534648146839668,6.545,45.6464189539255,43.31521613688,36.3636363636363,6.560193,6.5968,51.251712,23.529412,6.5452689369,1.0
86,1340453940,6.53,6.53,6.53,6.53,8.39626974,54.8276414,6.53,70.49734554683965,6.537,44.7157840122748,40.9265493046408,33.3333333333337,6.559892,6.59695,51.097309,17.647059,6.5424927666,1.0
87,1340454120,6.52,6.52,6.52,6.52,4.7827728,31.18367866,6.52,22.87491565641984,6.53,43.7921661420499,38.5636217926686,22.2222222222218,6.559495,6.5974,50.943063,11.764706,6.5384031727,1.0
88,1340454180,6.51,6.51,6.51,6.51,8.81095746,57.35933307,6.51,77.63297136192963,6.522,42.876010825778,36.2388658938394,12.4999999999997,6.559003,6.5976,50.788979,5.882353,6.5332389595,1.0
89,1340455020,6.51,6.51,6.51,6.51,1.0,6.51,6.51,1.0,6.516,42.876010825778,36.2388658938394,14.2857142857139,6.558515,6.59775,50.788979,5.882353,6.5290136941,1.0
90,1340455200,6.51,6.51,6.51,6.51,3.0,19.53,6.51,9.0,6.517,42.876010825778,36.2388658938394,19.9999999999996,6.558033,6.59785,50.788979,5.882353,6.5255566588,1.0
91,1340455380,6.51,6.51,6.51,6.51,3.3498,21.807198,6.51,11.22116004,6.518,42.876010825778,36.2388658938394,19.9999999999996,6.557555,6.5979,50.788979,5.882353,6.5227281754,1.0
92,1340455440,6.51,6.51,6.51,6.51,0.44273948,2.882234015,6.51,0.1960182471506704,6.519,42.876010825778,36.2388658938394,19.9999999999996,6.557081,6.59795,50.788979,5.882353,6.5204139617,1.0
93,1340456460,6.51,6.51,6.51,6.51,2.26156082,14.72276094,6.51,5.114657342559073,6.52,42.876010825778,36.2388658938394,0.0,6.556613,6.598,50.788979,5.882353,6.5185205141,1.0
94,1340458500,6.51,6.51,6.51,6.51,1.5896,10.348296,6.51,2.5268281599999995,6.516,42.876010825778,36.2388658938394,0.0,6.556149,6.59805,50.788979,5.882353,6.5169713297,1.0
95,1340458620,6.51,6.51,6.51,6.51,0.97005067,6.315029862,6.51,0.9409983023674487,6.513,42.876010825778,36.2388658938394,0.0,6.55569,6.5981,50.788979,5.882353,6.5157038152,1.0
96,1340458680,6.51,6.51,6.51,6.51,5.36759773,34.94306122,6.51,28.81110539110115,6.511,42.876010825778,36.2388658938394,0.0,6.555235,6.59815,50.788979,5.882353,6.5146667579,1.0
97,1340459220,6.52,6.52,6.52,6.52,11.60056754,75.63570036,6.52,134.57316725010165,6.511,44.4526959683361,44.8243436363161,100.0,6.554885,6.59875,50.944202,11.764706,6.5156364383,1.0
98,1340459460,6.53,6.53,6.53,6.53,4.39626974,28.7076414,6.53,19.32718762683967,6.513,45.9947019937553,52.0049680192293,100.0,6.554637,6.59995,51.099222,17.647059,6.518247995,1.0
99,1340459520,6.53,6.53,6.53,6.53,14.81965675,96.77235858,6.53,219.62222618782056,6.515,45.9947019937553,52.0049680192293,100.0,6.554392,6.6001,51.099222,17.647059,6.5203847232,1.0
100,1340460240,6.5,6.5,6.5,6.5,6.81165435,44.27575328,6.5,46.398634983873926,6.514,42.2309443806726,35.0909690786369,0.0,6.553851,6.6002,50.61455,0.0,6.5166784099,1.0
101,1340460600,6.5,6.5,6.5,6.5,0.45483639,2.956436535,6.5,0.2068761416682321,6.513,42.2309443806726,35.0909690786369,0.0,6.553315,6.60025,50.61455,0.0,6.5136459717,1.0
102,1340463480,6.5,6.5,6.5,6.5,6.33770309,41.19507009,6.5,40.16648045699554,6.512,42.2309443806726,35.0909690786369,0.0,6.552784,6.60025,50.61455,0.0,6.5111648859,1.0
103,1340463540,6.49,6.49,6.49,6.49,3.99626974,25.93579061,6.49,15.970171834839666,6.51,40.9930804506813,30.5480393075326,0.0,6.55216,6.60015,50.45262,0.0,6.5073167249,1.0
104,1340463600,6.48,6.48,6.48,6.48,4.30679267,27.9080165,6.48,18.54846310236573,6.507,39.7866487737593,26.7064238588905,0.0,6.551442,6.6,50.290917,0.0,6.5023500476,1.0
105,1340471820,6.54,6.54,6.54,6.54,20.09,131.3886,6.54,403.6081,6.51,49.0869279771831,60.1313652086571,100.0,6.551328,6.6001,51.233424,46.153846,6.5091954935,1.0
106,1340474940,6.51,6.51,6.5,6.5,6.81869677,44.34575328,6.503552625,46.49462564120843,6.509,44.3614974445587,44.9476522440935,33.3333333333328,6.550817,6.59995,50.590729,18.181818,6.5075235856,1.0
107,1340475000,6.49,6.49,6.48,6.48,14.29151553,92.64298333,6.482376424,204.2474161442312,6.505,42.2573736275732,39.4179868075248,0.0,6.550113,6.5997,50.273815,0.0,6.5025192973,1.0
108,1340475300,6.47,6.47,6.47,6.47,0.8797877,5.692226419,6.47,0.77402639707129,6.499,41.2454803250828,36.8962401657508,0.0,6.549315,6.5994,50.116056,0.0,6.4966066978,1.0
109,1340475360,6.47,6.47,6.47,6.47,10.0,64.7,6.47,100.0,6.493,41.2454803250828,36.8962401657508,0.0,6.548526,6.5991,50.116056,0.0,6.4917691164,1.0
110,1340477100,6.47,6.47,6.46,6.46,36.028523,232.9395036,6.465419178,1298.054469561529,6.489,40.2149372968527,34.1954530423104,0.0,6.547645,6.5987,49.95771,0.0,6.4859929134,1.0
111,1340477520,6.45,6.45,6.44,6.44,224.5632973,1448.313469,6.449466528,50428.67449424818,6.483,38.2382367851592,29.4112537152,0.0,6.546574,6.59815,49.642434,0.0,6.4776305655,1.0
112,1340478540,6.4,6.4,6.4,6.4,118.3,757.12,6.4,13994.89,6.473,34.7084981153931,22.4358307712285,0.0,6.545116,6.5974,49.0206,0.0,6.4635159172,1.0
113,1340478600,6.4,6.4,6.4,6.4,231.7,1482.88,6.4,53684.88999999999,6.464,34.7084981153931,22.4358307712285,0.0,6.543672,6.5966,49.0206,0.0,6.4519675686,1.0
114,1340480160,6.36,6.36,6.36,6.36,2.07341054,13.18689103,6.36,4.299031267383091,6.452,31.5880692299155,17.354440010882,0.0,6.541844,6.5956,48.408118,0.0,6.4352461925,1.0
115,1340483100,6.38,6.38,6.38,6.38,74.3,474.034,6.38,5520.49,6.436,34.6279987143851,26.591131968016,13.3333333333331,6.540234,6.59465,48.730021,11.111111,6.4252014303,1.0
116,1340484300,6.45,6.45,6.45,6.45,3.02015504,19.48000001,6.45,9.121336465637402,6.431,43.6879219402035,48.8308997727946,69.2307692307692,6.539336,6.594,49.831111,50.0,6.4297102611,1.0
117,1340484480,6.38,6.38,6.37,6.37,72.3,461.226,6.3793361,5227.29,6.42,37.5373980911329,35.2644034730284,9.09090909090894,6.537651,6.59305,48.631484,5.555556,6.41885385,1.0
118,1340486400,6.45,6.45,6.45,6.45,7.55038759,48.69999996,6.45,57.00835275922601,6.418,45.4778776028319,50.5342604941908,81.8181818181821,6.536779,6.5925,49.844976,50.0,6.4245167864,1.0
119,1340487420,6.33,6.33,6.33,6.33,20.0,126.6,6.33,400.0,6.404,37.9849327505071,36.2737983458182,0.0,6.534721,6.59125,48.130893,0.0,6.4073319161,1.0
120,1340489220,6.45,6.45,6.45,6.45,6.258,40.3641,6.45,39.162564,6.403,47.0156672443462,51.4854716500984,100.0,6.533878,6.5906,49.863659,57.142857,6.4150897496,1.0
121,1340521560,6.35,6.35,6.35,6.35,3.771,23.94585,6.35,14.220441,6.394,41.7718067859307,42.165889041695,16.6666666666663,6.532049,6.58935,48.506512,9.52381,6.4032552496,1.0
122,1340530740,6.35,6.35,6.35,6.35,27.94409448,177.445,6.35,780.8724163071665,6.389,41.7718067859307,42.165889041695,16.6666666666663,6.530237,6.58815,48.506512,9.52381,6.393572477,1.0
123,1340530800,6.35,6.35,6.35,6.35,89.2,566.42,6.35,7956.64,6.384,41.7718067859307,42.165889041695,16.6666666666663,6.528444,6.5869,48.506512,9.52381,6.3856502084,1.0
124,1340530860,6.35,6.35,6.35,6.35,63.5,403.225,6.35,4032.25,6.383,41.7718067859307,42.165889041695,16.6666666666663,6.526668,6.5855,48.506512,9.52381,6.3791683524,1.0
125,1340530920,6.35,6.35,6.35,6.35,108.6824055,690.1332751,6.35,11811.865265266431,6.38,41.7718067859307,42.165889041695,16.6666666666663,6.52491,6.5841,48.506512,9.52381,6.3738650156,1.0
126,1340533980,6.39,6.39,6.39,6.39,1.0,6.39,6.39,1.0,6.374,44.6949467639168,48.4828868910579,49.9999999999996,6.523568,6.5829,49.074996,28.571429,6.3767986491,1.0
127,1340539500,6.39,6.39,6.39,6.39,7.35590957,47.00426215,6.39,54.10940560201758,6.376,44.6949467639168,48.4828868910579,49.9999999999996,6.522239,6.5817,49.074996,28.571429,6.3791988947,1.0
128,1340542500,6.4,6.43,6.4,6.43,5.1,32.733,6.418235294,26.01,6.374,47.5146346372604,54.604358056749,83.333333333333,6.521321,6.5807,49.636607,47.619048,6.3884354593,1.0
129,1340543580,6.36,6.36,6.36,6.36,4.49894632,28.6132986,6.36,20.240517990241543,6.377,43.4996550603249,44.3560399940071,10.0000000000006,6.519716,6.5796,48.692159,14.285714,6.3832653758,1.0
130,1340545320,6.43,6.45,6.43,6.45,223.0,1438.305361,6.449799826,49729.0,6.377,49.2081037241971,56.1208614891941,100.0,6.519022,6.57885,49.923369,57.142857,6.3953989438,1.0
131,1340548560,6.36,6.36,6.36,6.36,4.60062891,29.25999987,6.36,21.16578636752779,6.378,44.5516620453843,45.4448411482646,10.0000000000006,6.51744,6.57765,48.747715,14.285714,6.3889627722,1.0
132,1340550180,6.44,6.44,6.44,6.44,3.47981366,22.40999997,6.44,12.109103108322596,6.387,48.9902183863494,54.0736686385159,90.0000000000003,6.51667,6.57685,49.803734,52.380952,6.3982422682,1.0
133,1340552340,6.44,6.44,6.44,6.44,19.34472049,124.58,6.44,374.21821083622586,6.396,48.9902183863494,54.0736686385159,90.0000000000003,6.515907,6.576,49.803734,52.380952,6.4058345831,1.0
134,1340568420,6.4,6.4,6.4,6.4,20.0,128.0,6.4,400.0,6.401,46.9780482828534,49.263843990584,50.0000000000004,6.514753,6.57485,49.290815,33.333333,6.4047737498,1.0
135,1340569440,6.4,6.4,6.4,6.4,3.940625,25.22,6.4,15.528525390625,6.406,46.9780482828534,49.263843990584,44.4444444444446,6.513612,6.5737,49.290815,38.888889,6.4039057953,1.0
136,1340570460,6.37,6.37,6.35,6.35,6.39485871,40.63874998,6.354909753,40.894217920862864,6.402,44.5313644863784,43.3177196261647,0.0,6.511984,6.5723,48.658104,12.5,6.3941047416,1.0
