Timestamp,signal
1351998180,0.0
1351999140,0.0
1352000460,0.0
1352000520,0.0
1352000640,0.0
1352001720,0.0
1352004900,0.0
1352005320,0.0
1352005380,0.0
1352007180,0.0
1352009040,0.0
1352009520,0.0
1352009640,0.0
1352010360,0.0
1352012340,0.0
1352014380,0.0
1352016000,0.0
1352017560,0.0
1352018220,0.0
1352018580,0.0
1352019660,0.0
1352020200,0.0
1352021280,0.0
1352021640,0.0
1352022300,0.0
1352022420,0.0
1352023260,0.0
1352023320,0.0
1352024640,0.0
1352026560,0.0
1352026620,0.0
1352026920,0.0
1352027640,0.0
1352028300,0.0
1352028420,0.0
1352029920,0.0
1352030580,0.0
1352031840,0.0
1352034240,0.0
1352037840,0.0
1352039100,0.0
1352039760,0.0
1352041140,0.0
1352041200,0.0
1352041380,0.0
1352042160,0.0
1352042520,0.0
1352043000,0.0
1352044800,0.0
1352044920,0.0
1352045700,0.0
1352046060,0.0
1352046120,0.0
1352046180,0.0
1352046360,0.0
1352046420,0.0
1352046480,0.0
1352046600,0.0
1352046660,0.0
1352046780,0.0
1352046840,0.0
1352047200,0.0
1352047440,0.0
1352047680,0.0
1352048100,0.0
1352048160,0.0
1352048220,0.0
1352048280,0.0
1352048340,0.0
1352048400,0.0
1352048460,0.0
1352049300,0.0
1352050380,0.0
1352051040,0.0
1352051700,0.0
1352052540,0.0
1352053260,0.0
1352053920,0.0
1352053980,0.0
1352054040,0.0
1352054100,0.0
1352054160,0.0
1352054280,0.0
1352055420,0.0
1352056020,0.0
1352056740,0.0
1352056800,0.0
1352058540,0.0
1352061360,0.0
1352062020,0.0
1352062140,0.0
1352062800,0.0
1352062980,0.0
1352063040,0.0
1352063220,0.0
1352063460,0.0
1352064120,0.0
1352064600,0.0
1352065320,0.0
1352065620,0.0
1352067000,0.0
1352069160,0.0
1352069220,0.0
1352069280,0.0
1352070060,0.0
1352070120,0.0
1352070180,0.0
1352070240,0.0
1352070420,0.0
1352070480,0.0
1352070540,0.0
1352070660,0.0
1352070840,0.0
1352071020,0.0
1352071680,0.0
1352071860,0.0
1352071980,0.0
1352072460,0.0
1352073000,0.0
1352074020,0.0
1352074200,0.0
1352074260,0.0
1352075340,0.0
1352077020,0.0
1352077620,0.0
1352081220,0.0
1352082060,0.0
1352083800,0.0
1352083860,0.0
1352084460,0.0
1352084880,0.0
1352085900,0.0
1352086860,0.0
1352087460,0.0
1352088240,0.0
1352091060,0.0
1352094120,0.0
1352101260,0.0
1352102940,0.0
1352105580,0.0
1352106960,0.0
1352107020,0.0
1352108040,0.0
1352108400,0.0
1352110500,0.0
1352110560,0.0
1352110680,0.0
1352110800,0.0
1352110860,0.0
1352110980,0.0
1352111100,0.0
1352111160,0.0
1352111220,0.0
1352111280,0.0
1352111340,0.0
1352111400,0.0
1352111460,0.0
1352111580,0.0
1352112960,0.0
1352113020,0.0
1352114340,0.0
1352115000,0.0
1352115840,0.0
1352117160,0.0
1352117820,0.0
1352119020,0.0
1352120760,0.0
1352121000,0.0
1352123580,0.0
1352124660,0.0
1352124780,0.0
1352126700,0.0
1352126820,0.0
1352127420,0.0
1352127660,0.0
1352128320,0.0
1352128740,0.0
1352130180,0.0
1352134200,0.0
1352134860,0.0
1352135100,0.0
1352135520,0.0
1352135640,0.0
1352136180,0.0
1352136480,0.0
1352136840,0.0
1352136900,0.0
1352137140,0.0
1352137440,0.0
1352137500,0.0
1352137560,0.0
1352137680,0.0
1352137740,0.0
1352137800,0.0
1352137860,0.0
1352137920,0.0
1352137980,0.0
1352138040,0.0
1352138100,0.0
1352138160,0.0
1352138220,0.0
1352138340,0.0
1352138520,0.0
1352138580,0.0
1352138640,0.0
1352138820,0.0
1352138880,0.0
1352139060,0.0
1352139180,0.0
1352139660,0.0
1352140260,0.0
1352141580,0.0
1352141700,0.0
1352142900,0.0
1352143500,0.0
1352145480,0.0
1352145780,0.0
1352146020,0.0
1352146440,0.0
1352146500,0.0
1352146560,0.0
1352146620,0.0
1352146680,0.0
1352146740,0.0
1352146800,0.0
1352146860,0.0
1352146920,0.0
1352148060,0.0
1352148420,0.0
1352148960,0.0
1352149080,0.0
1352149500,0.0
1352149620,0.0
1352149740,0.0
1352149860,0.0
1352149920,0.0
1352150940,0.0
1352151300,0.0
1352152260,0.0
1352152440,0.0
1352152560,0.0
1352152620,0.0
1352152680,0.0
1352152740,0.0
1352152860,0.0
1352153280,0.0
1352155140,0.0
1352155260,0.0
1352155560,0.0
1352155680,0.0
1352155800,0.0
1352156280,0.0
1352156640,0.0
1352156760,0.0
1352156820,0.0
1352156940,0.0
1352157300,0.0
1352157540,0.0
1352158500,0.0
1352158860,0.0
1352160060,0.0
1352160240,0.0
1352160840,0.0
1352161500,0.0
1352162040,0.0
1352162340,0.0
1352164080,0.0
1352164320,0.0
1352164740,0.0
1352166720,0.0
1352168460,0.0
1352169120,0.0
1352169180,0.0
1352169240,0.0
1352169300,0.0
1352169360,0.0
1352169420,0.0
1352169480,0.0
1352171220,0.0
1352171400,0.0
1352171580,0.0
1352171700,0.0
1352171760,0.0
1352171880,0.0
1352174580,0.0
1352176560,0.0
1352177220,0.0
1352178660,0.0
1352179320,0.0
1352179500,0.0
1352179620,0.0
1352179860,0.0
1352182920,0.0
1352185020,0.0
1352185140,0.0
1352190360,0.0
1352190420,0.0
1352190600,0.0
1352191020,0.0
1352192400,0.0
1352192700,0.0
1352193000,0.0
1352194020,0.0
1352194440,0.0
1352195100,0.0
1352198640,0.0
1352198820,0.0
1352199480,0.0
1352201340,0.0
1352201400,0.0
1352201580,0.0
1352201640,0.0
1352202060,0.0
1352202120,0.0
1352202720,0.0
1352202780,0.0
1352202840,0.0
1352202900,0.0
1352202960,0.0
1352203020,0.0
1352204820,0.0
1352204880,0.0
1352205120,0.0
1352205240,0.0
1352205420,0.0
1352205480,0.0
1352205660,0.0
1352205720,0.0
1352206200,0.0
1352206320,0.0
1352206680,0.0
1352206980,0.0
1352207640,0.0
1352208300,0.0
1352208360,0.0
1352209260,0.0
1352209380,0.0
1352209620,0.0
1352209980,0.0
1352210100,0.0
1352210160,0.0
1352210280,0.0
1352210400,0.0
1352210460,0.0
1352210580,0.0
1352210820,0.0
1352211360,0.0
1352211480,0.0
1352212740,0.0
1352213160,0.0
1352213460,0.0
1352214180,0.0
1352215080,0.0
1352216520,0.0
1352216940,0.0
1352217240,0.0
1352219040,0.0
1352219460,0.0
1352220060,0.0
1352220240,0.0
1352220300,0.0
1352220360,0.0
1352220420,0.0
1352220480,0.0
1352220540,0.0
1352220600,0.0
1352220720,0.0
1352221920,0.0
1352222100,0.0
1352222220,0.0
1352222460,0.0
1352222760,0.0
1352223000,0.0
1352223660,0.0
1352224020,0.0
1352224080,0.0
1352224860,0.0
1352225700,0.0
1352226120,0.0
1352226480,0.0
1352226540,0.0
1352227020,0.0
1352227380,0.0
1352227620,0.0
1352227920,0.0
1352228040,0.0
1352228100,0.0
1352228280,0.0
1352229360,0.0
1352230740,0.0
1352231340,0.0
1352233020,0.0
1352233680,0.0
1352233980,0.0
1352234280,0.0
1352234580,0.0
1352234640,0.0
1352234820,0.0
1352235180,0.0
1352235240,0.0
1352235900,0.0
1352236020,0.0
1352236740,0.0
1352237040,0.0
1352239680,0.0
1352240820,0.0
1352241420,0.0
1352241660,0.0
1352243160,0.0
1352243580,0.0
1352244360,0.0
1352246460,0.0
1352246940,0.0
1352247600,0.0
1352248020,0.0
1352248080,0.0
1352249280,0.0
1352250240,0.0
1352250360,0.0
1352250480,0.0
1352251200,0.0
1352251500,0.0
1352251560,0.0
1352251860,0.0
1352251920,0.0
1352251980,0.0
1352252160,0.0
1352252220,0.0
1352252280,0.0
1352252340,0.0
1352252400,0.0
1352252460,0.0
1352252520,0.0
1352252580,0.0
1352252640,0.0
1352252820,0.0
1352253180,0.0
1352253960,0.0
1352254020,0.0
1352254200,0.0
1352254260,0.0
1352255100,0.0
1352255160,0.0
1352255220,0.0
1352255340,0.0
1352255400,0.0
1352255460,0.0
1352255580,0.0
1352255760,0.0
1352257260,0.0
1352257320,0.0
1352257920,0.0
1352257980,0.0
1352258220,0.0
1352258580,0.0
1352260680,0.0
1352261940,0.0
1352263740,0.0
1352264520,0.0
1352264580,0.0
1352264820,0.0
1352265060,0.0
1352265420,0.0
1352265660,0.0
1352265720,0.0
1352266320,0.0
1352266680,0.0
1352267400,0.0
1352268660,0.0
1352269620,0.0
1352269980,0.0
1352270100,0.0
1352270280,0.0
1352270400,0.0
1352270580,0.0
1352270640,0.0
1352270700,0.0
1352270940,0.0
1352273880,0.0
1352274240,0.0
1352274540,0.0
1352274600,0.0
1352274660,0.0
1352274720,0.0
1352274780,0.0
1352274840,0.0
1352274900,0.0
1352274960,0.0
1352275020,0.0
1352275080,0.0
1352276280,0.0
1352276760,0.0
1352276940,0.0
1352277000,0.0
1352278500,0.0
1352278860,0.0
1352278920,0.0
1352279400,0.0
1352280420,0.0
1352281140,0.0
1352281200,0.0
1352281380,0.0
1352281800,0.0
1352281980,0.0
1352282280,0.0
1352282460,0.0
1352282580,0.0
1352282640,0.0
1352282700,0.0
1352282760,0.0
1352282940,0.0
1352283960,0.0
1352284020,0.0
1352284140,0.0
1352284200,0.0
1352284260,0.0
1352284380,0.0
1352284440,0.0
1352285100,0.0
1352285160,0.0
1352285220,0.0
1352285280,0.0
1352285340,0.0
1352285400,0.0
1352285460,0.0
1352285520,0.0
1352285580,0.0
1352285640,0.0
1352286720,0.0
1352287380,0.0
1352287440,0.0
1352287500,0.0
1352287560,0.0
1352287620,0.0
1352287680,0.0
1352287740,0.0
1352287800,0.0
1352287860,0.0
1352287980,0.0
1352288100,0.0
1352288580,0.0
1352288760,0.0
1352288820,0.0
1352288940,0.0
1352289000,0.0
1352289300,0.0
1352289360,0.0
1352289420,0.0
1352289480,0.0
1352289600,0.0
1352289660,0.0
1352289720,0.0
1352289840,0.0
1352289900,0.0
1352289960,0.0
1352290020,0.0
1352290680,0.0
1352290740,0.0
1352291160,0.0
1352291220,0.0
1352291340,0.0
1352291400,0.0
1352291460,0.0
1352291520,0.0
1352291580,0.0
1352291640,0.0
1352291700,0.0
1352291760,0.0
1352291820,0.0
1352291880,0.0
1352291940,0.0
1352292000,0.0
1352292060,0.0
1352292120,0.0
1352292180,0.0
1352292240,0.0
1352292720,0.0
1352293260,0.0
1352293380,0.0
1352293500,0.0
1352293620,0.0
1352296260,0.0
1352296920,0.0
1352297040,0.0
1352297520,0.0
1352297700,0.0
1352298300,0.0
1352298960,0.0
1352299620,0.0
1352299740,0.0
1352301420,0.0
1352302380,0.0
1352302620,0.0
1352302680,0.0
1352302860,0.0
1352303520,0.0
1352303580,0.0
1352303640,0.0
1352303700,0.0
1352303880,0.0
1352304360,0.0
1352305020,0.0
1352307300,0.0
1352307480,0.0
1352307600,0.0
1352307660,0.0
1352307720,0.0
1352307780,0.0
1352307840,0.0
1352307960,0.0
1352309760,0.0
1352309940,0.0
1352310000,0.0
1352310480,0.0
1352311500,0.0
1352312160,0.0
1352312520,0.0
1352312820,0.0
1352313120,0.0
1352313300,0.0
1352313840,0.0
1352313960,0.0
1352314020,0.0
1352314500,0.0
1352315040,0.0
1352315700,0.0
1352317260,0.0
1352317380,0.0
1352318580,0.0
1352318640,0.0
1352318760,0.0
1352318940,0.0
1352319060,0.0
1352319120,0.0
1352319420,0.0
1352319540,0.0
1352319900,0.0
1352320200,0.0
1352320380,0.0
1352320440,0.0
1352320920,0.0
1352321760,0.0
1352324460,0.0
1352325120,0.0
1352325180,0.0
1352326740,0.0
1352329260,0.0
1352331060,0.0
1352331180,0.0
1352332320,0.0
1352332860,0.0
1352332980,0.0
1352333520,0.0
1352334300,0.0
1352334540,0.0
1352334960,0.0
1352336400,0.0
1352337060,0.0
1352337720,0.0
1352340900,0.0
1352343300,0.0
1352343960,0.0
1352346600,0.0
1352347260,0.0
1352347320,0.0
1352347380,0.0
1352347440,0.0
1352347500,0.0
1352347560,0.0
1352347620,0.0
1352347680,0.0
1352347740,0.0
1352347800,0.0
1352347860,0.0
1352347920,0.0
1352347980,0.0
1352351640,0.0
1352351700,0.0
1352355780,0.0
1352356020,0.0
1352357040,0.0
1352357700,0.0
1352358240,0.0
1352358360,0.0
1352358840,0.0
1352359020,0.0
1352359680,0.0
1352360280,0.0
1352361180,0.0
1352361240,0.0
1352361360,0.0
1352361480,0.0
1352362380,0.0
1352362560,0.0
1352363160,0.0
1352364000,0.0
